Id,Label
229,504u24
230,588156
231,488591
232,e62860
233,7648u5
234,672008
235,388020
236,752862
237,231831
238,348666
239,252971
240,50a088
241,235134
242,185221
243,e938e7
244,077913
245,852984
246,566024
247,064062
248,523980
249,685066
250,501e39
251,112426
252,782000
253,391651
254,913513
255,547737
256,912690
257,21ee18
258,931748
259,752004
260,9u0294
261,477359
262,u25993
263,e5904e
264,379071
265,0825e9
266,655456
267,968u81
268,756337
269,842516
270,42a981
271,a59117
272,049585
273,024510
274,e34938
275,3a3251
276,859579
277,883302
278,995446
279,540733
280,5103u2
281,633u81
282,555ee8
283,898116
284,470668
285,68a663
286,790591
287,262007
288,448161
289,929926
290,855984
291,685u2e
292,210005
293,862262
294,1a5120
295,156242
296,050867
297,440274
298,377482
299,239327
300,099758
301,a16904
302,791942
303,139973
304,62956u
305,567075
306,009055
307,8676u3
308,9u3100
309,143358
310,291519
311,720848
312,889410
313,722a09
314,753780
315,838911
316,372170
317,961950
318,u47279
319,5581u4
320,9215u8
321,7029e6
322,603295
323,045809
324,763554
325,442564
326,89e001
327,464070
328,672189
329,749078
330,997e03
331,967402
332,0447u2
333,236294
334,356615
335,492a81
336,789915
337,464725
338,815411
339,911616
340,405765
341,714515
342,314823
343,763405
344,1u1996
345,8a0a15
346,860009
347,7285u3
348,9775e1
349,5806a5
350,787119
351,52a384
352,226043
353,532314
354,985e53
355,00e643
356,276635
357,a67534
358,572777
359,710776
360,760791
361,883149
362,4907u2
363,402022
364,652349
365,47e735
366,9007a7
367,86356e
368,699862
369,3594a3
370,e45314
371,065984
372,098643
373,792030
374,803658
375,742u39
376,7965e9
377,502759
378,711093
379,975046
380,74a879
381,35e376
382,e97778
383,4219e2
384,227042
385,6e6861
386,797191
387,107326
388,365a3e
389,71u191
390,8034a0
391,925744
392,144784
393,076219
394,301289
395,a14182
396,7a1a34
397,13818e
398,728487
399,388799
400,a75436
401,849800
402,482230
403,475879
404,569622
405,33160u
406,563980
407,705132
408,567680
409,624eu0
410,343895
411,176501
412,873794
413,292e56
414,uu8602
415,234745
416,938568
417,435558
418,190710
419,010619
420,776753
421,725051
422,75a763
423,962473
424,892864
425,057822
426,157523
427,695e35
428,86u158
429,377971
430,202818
431,918530
432,995857
433,76098a
434,5e1542
435,292010
436,027867
437,138982
438,e79578
439,062613
440,u847a0
441,183014
442,840380
443,e92051
444,270028
445,798618
446,e08a31
447,188954
448,ue9911
449,7014e3
450,71834e
451,201596
452,613943
453,80228a
454,115u42
455,3u6697
456,012896
457,953030
458,71u947
459,545712
460,165015
461,421999
462,69234e
463,635372
464,422450
465,727812
466,755521
467,716601
468,3693e7
469,625425
470,1a3a22
471,087754
472,095952
473,2u3712
474,46232u
475,386338
476,5u3218
477,050805
478,004323
479,762623
480,236710
481,785207
482,983673
483,471635
484,216558
485,208135
486,2870u5
487,178055
488,649023
489,379898
490,u03976
491,222331
492,825463
493,577994
494,896275
495,100484
496,402395
497,60806e
498,014078
499,8356a1
500,927430
501,4u2354
502,038000
503,343006
504,9242u8
505,187850
506,432977
507,530388
508,6519e6
509,083390
510,442141
511,370161
512,839869
513,845979
514,037420
515,069907
516,089301
517,a51ue5
518,6e2076
519,84u445
520,910979
521,635095
522,e53909
523,84418e
524,65ue25
525,832585
526,102912
527,18u63a
528,080640
529,670994
530,263505
531,336431
532,737681
533,161703
534,248379
535,129944
536,955u9e
537,978431
538,995145
539,7u73u4
540,216549
541,u69274
542,488839
543,056006
544,52415a
545,511u91
546,475e01
547,661863
548,117a95
549,913481
550,052093
551,818091
552,415798
553,0u414e
554,606245
555,853285
556,631875
557,5e6463
558,a31751
559,640969
560,739158
561,483827
562,509859
563,651722
564,7583a9
565,727991
566,330799
567,268679
568,19ue81
569,54019a
570,055u09
571,231834
572,901e15
573,477007
574,567856
575,041990
576,316323
577,394319
578,44u764
579,161758
580,70a0e7
581,138113
582,687329
583,806ua2
584,462658
585,168280
586,655221
587,u33862
588,203a88
589,u60497
590,341739
591,3517a5
592,619638
593,8836ae
594,68738u
595,742707
596,020088
597,9637e5
598,a42731
599,5a3700
600,705036
601,4165a1
602,80u128
603,727834
604,290749
605,9u2925
606,734333
607,5e6063
608,272409
609,a598u7
610,479530
611,54u105
612,85876u
613,289774
614,656170
615,199910
616,601715
617,671579
618,504760
619,579u81
620,e19287
621,812427
622,350230
623,28631u
624,u9eu81
625,205857
626,134912
627,269233
628,035094
629,599372
630,457196
631,10a861
632,145520
633,e492u4
634,736862
635,615u23
636,766097
637,840187
638,023691
639,081985
640,706e29
641,949a32
642,04160e
643,a98179
644,013651
645,500155
646,2164e7
647,246064
648,625278
649,818273
650,1a0776
651,387e38
652,293008
653,428627
654,188745
655,60297a
656,8u1372
657,912115
658,665701
659,161186
660,639192
661,7a3822
662,e33044
663,3721eu
664,u40102
665,2e3224
666,223110
667,182568
668,32a799
669,873365
670,931495
671,469021
672,7117u1
673,79u268
674,047183
675,053a14
676,47e141
677,eu75e6
678,801845
679,202863
680,317a36
681,8e75a5
682,296083
683,869790
684,8u0047
685,077e08
686,369055
687,361940
688,343102
689,8900a2
690,805175
691,421641
692,091823
693,816752
694,78643a
695,116190
696,760770
697,2e1642
698,233713
699,573160
700,677931
701,2722u9
702,959305
703,061116
704,145786
705,384e59
706,238852
707,398649
708,735243
709,889488
710,8067u5
711,410428
712,94u200
713,3939u1
714,9a4e8a
715,256110
716,973079
717,643227
718,073555
719,3a9u20
720,899405
721,au7468
722,33194u
723,721835
724,8986a8
725,807397
726,971730
727,646514
728,58369e
729,061423
730,u31420
731,537026
732,802069
733,437227
734,766654
735,554748
736,222446
737,895969
738,285969
739,812341
740,642922
741,3a876a
742,534898
743,519679
744,598700
745,519363
746,54u616
747,001952
748,0097a0
749,836222
750,743648
751,729383
752,831581
753,278450
754,496683
755,453199
756,189u75
757,3962e7
758,834002
759,408369
760,761571
761,1665e1
762,855559
763,e4078u
764,627927
765,a64045
766,816529
767,007676
768,816829
769,574124
770,663638
771,059965
772,388001
773,092438
774,7e9408
775,183030
776,58a287
777,u89391
778,a89575
779,46408a
780,009814
781,603569
782,919118
783,67619a
784,422696
785,772034
786,3u1952
787,530650
788,268972
789,403636
790,486583
791,375610
792,22a400
793,830274
794,385489
795,060671
796,540244
797,416532
798,057481
799,e3a183
800,434562
801,au96u0
802,621905
803,513690
804,181546
805,77a644
806,693028
807,575804
808,60a981
809,991446
810,793005
811,621074
812,8a6793
813,440414
814,561449
815,912234
816,95e5u2
817,129474
818,229102
819,157557
820,346972
821,682927
822,344089
823,308331
824,071595
825,a73630
826,190517
827,35114u
828,e54156
829,01a381
830,2158u9
831,35302u
832,967185
833,693923
834,e4e462
835,525a08
836,e16653
837,156u55
838,219890
839,834248
840,64082u
841,075981
842,a14a99
843,942646
844,327362
845,405794
846,179742
847,028271
848,a58710
849,797469
850,1e02u2
851,196637
852,519863
853,154309
854,326u3u
855,240105
856,649357
857,423790
858,336619
859,25e317
860,841176
861,685012
862,223949
863,721731
864,564091
865,624461
866,956009
867,801306
868,16564e
869,189363
870,864412
871,790282
872,230794
873,14e191
874,904389
875,55a653
876,301538
877,032148
878,6359e6
879,658051
880,494948
881,883177
882,569527
883,477810
884,57e779
885,a64189
886,128200
887,376824
888,e17791
889,4e737a
890,653e86
891,647468
892,2344u9
893,87ua08
894,305064
895,525562
896,2e7761
897,021356
898,532u43
899,0259u5
900,344250
901,110071
902,827824
903,664652
904,611301
905,850658
906,267203
907,486995
908,258a00
909,322903
910,557723
911,858u16
912,331064
913,a79948
914,784a85
915,e40631
916,360293
917,117739
918,990919
919,613573
920,354163
921,1722a9
922,071645
923,682030
924,619521
925,884425
926,u42125
927,33e619
928,683433
929,5599a6
930,808453
931,155950
932,05672u
933,013343
934,538711
935,349235
936,153409
937,27u155
938,853188
939,003576
940,074u74
941,588a75
942,263a55
943,648486
944,780000
945,351663
946,107163
947,351490
948,798159
949,220951
950,281018
951,247959
952,326091
953,976709
954,512e46
955,568327
956,515592
957,203125
958,986535
959,033762
960,472873
961,19763u
962,328212
963,598654
964,738a58
965,526784
966,76e578
967,848284
968,95a201
969,616902
970,00243e
971,474484
972,844363
973,e224a5
974,839818
975,67u278
976,u75557
977,873514
978,580819
979,393251
980,252760
981,496800
982,03199u
983,530552
984,877364
985,572ae8
986,052660
987,395179
988,35e018
989,345e15
990,915u35
991,815713
992,853435
993,686744
994,024165
995,989292
996,027444
997,422366
998,972364
999,592430
1000,80601e
1001,803864
1002,761401
1003,48678e
1004,850161
1005,34u665
1006,293427
1007,920807
1008,815841
1009,813485
1010,559433
1011,9a2776
1012,44430e
1013,8213u3
1014,636509
1015,067537
1016,906875
1017,853426
1018,218512
1019,1955e9
1020,316327
1021,273a23
1022,005065
1023,382511
1024,123052
1025,6a2240
1026,881550
1027,588990
1028,078520
1029,443942
1030,508911
1031,0e0566
1032,317432
1033,642707
1034,961835
1035,078046
1036,791604
1037,67332a
1038,480438
1039,6332a6
1040,66a638
1041,0534u6
1042,756785
1043,u7708a
1044,0146a8
1045,442662
1046,880294
1047,024126
1048,e398a5
1049,a08584
1050,5u9352
1051,255471
1052,01861e
1053,007352
1054,48eu99
1055,9a8686
1056,128563
1057,371650
1058,742899
1059,843583
1060,9756e2
1061,147490
1062,12a0e4
1063,77007e
1064,816301
1065,355965
1066,515061
1067,941129
1068,715805
1069,514154
1070,e75279
1071,54a033
1072,249696
1073,3a2738
1074,854018
1075,997396
1076,8137e5
1077,024468
1078,370u35
1079,025423
1080,881031
1081,58e457
1082,ua05e1
1083,718620
1084,005371
1085,e95672
1086,564158
1087,792565
1088,883443
1089,86972a
1090,056468
1091,715043
1092,543890
1093,712083
1094,38u29a
1095,052548
1096,66e126
1097,043u7a
1098,236664
1099,705251
1100,5a3654
1101,952509
1102,60e512
1103,087224
1104,61301u
1105,365535
1106,6e7u70
1107,385485
1108,526281
1109,060497
1110,717240
1111,927889
1112,395490
1113,477541
1114,1u9645
1115,573543
1116,024473
1117,004e72
1118,365u62
1119,499528
1120,236825
1121,e79074
1122,165807
1123,786510
1124,9e7u03
1125,571400
1126,485436
1127,u81500
1128,a415u7
1129,e58533
1130,3u7637
1131,5a8901
1132,994943
1133,257688
1134,684002
1135,953331
1136,973037
1137,076u8a
1138,032466
1139,6u3643
1140,824a46
1141,710279
1142,5247u6
1143,a11756
1144,51e621
1145,642269
1146,675973
1147,2u7055
1148,30a678
1149,957931
1150,967112
1151,720552
1152,429405
1153,972752
1154,337917
1155,395336
1156,944a71
1157,681976
1158,7uuu9e
1159,297442
1160,029535
1161,87u330
1162,315705
1163,642262
1164,924532
1165,ua2250
1166,124ae9
1167,201882
1168,a4708u
1169,554365
1170,804786
1171,218488
1172,353308
1173,333674
1174,084610
1175,e84e04
1176,036557
1177,857702
1178,9599eu
1179,e56331
1180,276310
1181,8a8278
1182,748u95
1183,793010
1184,2ueu53
1185,2a4e20
1186,130u08
1187,5a2244
1188,712364
1189,79819u
1190,508a42
1191,e62197
1192,5eu5a3
1193,395037
1194,a63551
1195,556509
1196,aa7853
1197,125509
1198,647939
1199,797788
1200,333735
1201,652218
1202,9a8608
1203,002134
1204,831434
1205,723178
1206,896882
1207,3a9493
1208,861a08
1209,427129
1210,429754
1211,899490
1212,446195
1213,325769
1214,556585
1215,1a2325
1216,216087
1217,38020e
1218,658448
1219,822213
1220,364973
1221,853727
1222,130544
1223,752727
1224,865052
1225,363a97
1226,810040
1227,50e861
1228,9209u7
1229,436372
1230,861832
1231,408946
1232,53e952
1233,432054
1234,801225
1235,43u127
1236,218662
1237,0551e0
1238,730135
1239,a20802
1240,52u295
1241,555234
1242,729967
1243,646428
1244,809e29
1245,33u142
1246,200969
1247,173013
1248,99e059
1249,e93195
1250,653343
1251,130501
1252,649829
1253,191932
1254,189185
1255,789583
1256,533226
1257,3959e1
1258,789286
1259,63485e
1260,862240
1261,187507
1262,u94171
1263,3896e3
1264,788132
1265,860640
1266,e11220
1267,751075
1268,132e21
1269,182962
1270,692177
1271,657753
1272,485690
1273,a49518
1274,333701
1275,200440
1276,2098a7
1277,862952
1278,128790
1279,677148
1280,518476
1281,a79302
1282,075972
1283,u00287
1284,784977
1285,77920e
1286,e70416
1287,4820u6
1288,831731
1289,9430e9
1290,8393a5
1291,614029
1292,685281
1293,336794
1294,783941
1295,a9e568
1296,e83708
1297,8624e8
1298,76e17u
1299,122097
1300,951686
1301,051572
1302,9468e9
1303,580087
1304,2ua244
1305,632564
1306,99e005
1307,754546
1308,114368
1309,300713
1310,163367
1311,3179a6
1312,047u98
1313,856702
1314,477228
1315,045953
1316,591577
1317,802957
1318,a41679
1319,975003
1320,270477
1321,629485
1322,81e358
1323,e77615
1324,65955a
1325,811047
1326,960761
1327,034715
1328,5544u5
1329,833385
1330,812093
1331,790e36
1332,409455
1333,834701
1334,276908
1335,281013
1336,8u8444
1337,943uu3
1338,474768
1339,607150
1340,565650
1341,967628
1342,441750
1343,945532
1344,29u3e1
1345,226103
1346,98190a
1347,576051
1348,620411
1349,44u753
1350,u47488
1351,037553
1352,61a032
1353,0471u8
1354,485742
1355,107554
1356,430463
1357,975302
1358,484069
1359,862591
1360,99895a
1361,816u76
1362,363938
1363,228923
1364,332476
1365,372252
1366,570876
1367,u44458
1368,50639a
1369,212081
1370,748312
1371,038131
1372,8033e1
1373,75e058
1374,719873
1375,494741
1376,852451
1377,u793a7
1378,144578
1379,822481
1380,960627
1381,949286
1382,416731
1383,9u8465
1384,389275
1385,84609u
1386,296657
1387,367099
1388,49u049
1389,639175
1390,e854a4
1391,a29459
1392,379164
1393,001441
1394,71a975
1395,7e86a2
1396,72e608
1397,328166
1398,771352
1399,186014
1400,a91e31
1401,9296e0
1402,9525e5
1403,009724
1404,616564
1405,u24958
1406,789046
1407,500835
1408,253485
1409,362146
1410,836161
1411,462667
1412,654676
1413,409144
1414,774838
1415,974643
1416,995985
1417,683eu1
1418,378e16
1419,666999
1420,679023
1421,572738
1422,553809
1423,574799
1424,18a008
1425,02ee38
1426,606415
1427,496837
1428,167504
1429,784874
1430,028025
1431,198803
1432,967e27
1433,385e05
1434,58a35e
1435,180753
1436,531968
1437,1u8553
1438,137481
1439,23u173
1440,537505
1441,166897
1442,e85367
1443,082725
1444,1334a5
1445,358aua
1446,730014
1447,700231
1448,0u6946
1449,221493
1450,273482
1451,30e282
1452,299650
1453,857530
1454,aau270
1455,879703
1456,459991
1457,339028
1458,317561
1459,a04964
1460,214938
1461,177270
1462,904607
1463,a50346
1464,078284
1465,a60181
1466,754792
1467,578281
1468,835425
1469,866345
1470,290540
1471,946190
1472,701256
1473,68615a
1474,260762
1475,595106
1476,94u918
1477,3u6919
1478,060406
1479,205099
1480,844803
1481,686705
1482,319u34
1483,502500
1484,518053
1485,25e17a
1486,044887
1487,017228
1488,704478
1489,386940
1490,737273
1491,21207e
1492,162810
1493,860343
1494,5a7661
1495,867177
1496,a5743a
1497,7038e0
1498,67389u
1499,622072
1500,78799u
1501,e6962e
1502,3u2366
1503,64u687
1504,209166
1505,743501
1506,138097
1507,377469
1508,113526
1509,813316
1510,509373
1511,490e95
1512,770285
1513,448237
1514,086a91
1515,e14001
1516,555668
1517,214u70
1518,724219
1519,660127
1520,1566u0
1521,081e15
1522,59u483
1523,215764
1524,379402
1525,532213
1526,59a546
1527,133830
1528,250185
1529,627545
1530,296922
1531,741837
1532,491072
1533,a03949
1534,092978
1535,756283
1536,766086
1537,19a251
1538,493296
1539,172997
1540,169771
1541,a3e341
1542,3754u4
1543,240796
1544,926660
1545,383315
1546,693075
1547,463907
1548,478268
1549,711038
1550,186760
1551,735147
1552,235837
1553,903440
1554,294251
1555,316436
1556,820u37
1557,75e378
1558,5e015e
1559,344546
1560,693214
1561,7467e5
1562,827513
1563,11a164
1564,427531
1565,29972e
1566,947459
1567,450685
1568,2e0064
1569,348175
1570,195037
1571,566468
1572,567912
1573,940303
1574,238578
1575,119456
1576,60u445
1577,193981
1578,844444
1579,4u6527
1580,269999
1581,753326
1582,3a2191
1583,983e25
1584,696958
1585,2199u9
1586,518311
1587,094501
1588,2a5a27
1589,915a92
1590,7u1e27
1591,686a00
1592,729165
1593,841376
1594,228358
1595,758912
1596,640a84
1597,824958
1598,5e4954
1599,615003
1600,540056
1601,167231
1602,1391a0
1603,691582
1604,92ee60
1605,271813
1606,517097
1607,421875
1608,824465
1609,17ue87
1610,6e3103
1611,540791
1612,8u7908
1613,987249
1614,008178
1615,640919
1616,006a33
1617,836196
1618,840016
1619,791459
1620,337609
1621,1387u1
1622,0u8448
1623,291763
1624,664u8e
1625,a03172
1626,815838
1627,558909
1628,766162
1629,139038
1630,a08484
1631,2030e6
1632,408302
1633,973148
1634,379069
1635,343967
1636,884743
1637,212093
1638,144372
1639,581075
1640,995313
1641,10u388
1642,530505
1643,342852
1644,457176
1645,a4180u
1646,1e8001
1647,011160
1648,959609
1649,616358
1650,1435e9
1651,619643
1652,020810
1653,e84486
1654,e64003
1655,3603e9
1656,914981
1657,510334
1658,017700
1659,016778
1660,185415
1661,309186
1662,480724
1663,853885
1664,971544
1665,098982
1666,067114
1667,37a356
1668,036411
1669,174791
1670,811897
1671,433678
1672,12445a
1673,210069
1674,125a14
1675,788251
1676,78e511
1677,326301
1678,10a72u
1679,398964
1680,092675
1681,983161
1682,3249e5
1683,470688
1684,047230
1685,657031
1686,887901
1687,u8a51e
1688,67u677
1689,691137
1690,769543
1691,41442u
1692,3u3313
1693,312820
1694,15a529
1695,34a997
1696,135472
1697,414952
1698,9u4093
1699,067262
1700,434068
1701,256542
1702,09248a
1703,571874
1704,063696
1705,a16588
1706,u27601
1707,650456
1708,038a81
1709,173299
1710,472795
1711,18679u
1712,9a4754
1713,417673
1714,200405
1715,492237
1716,736185
1717,e45705
1718,523308
1719,174236
1720,8e7190
1721,292329
1722,565238
1723,8u4e83
1724,9357u1
1725,798161
1726,442045
1727,109742
1728,u80e73
1729,120866
1730,036887
1731,547768
1732,119602
1733,1e6898
1734,7u2858
1735,66e376
1736,1a7362
1737,996954
1738,57e973
1739,478352
1740,130827
1741,55288u
1742,61a818
1743,831892
1744,299448
1745,8634ea
1746,567606
1747,848a28
1748,643259
1749,902613
1750,e60e83
1751,673u74
1752,6083u7
1753,u16878
1754,419411
1755,185864
1756,058647
1757,149916
1758,3u749e
1759,651594
1760,1a1766
1761,876464
1762,436343
1763,822164
1764,301952
1765,59a557
1766,487u48
1767,0u9u23
1768,521049
1769,462103
1770,137325
1771,484050
1772,866515
1773,571656
1774,0e9076
1775,5657e1
1776,4750u1
1777,030u29
1778,2385a4
1779,562309
1780,4e2992
1781,ae7896
1782,397087
1783,174497
1784,4676a4
1785,609070
1786,147515
1787,971465
1788,341571
1789,226145
1790,059122
1791,745191
1792,88a868
1793,06e3a0
1794,635a20
1795,387936
1796,9333u3
1797,016649
1798,170638
1799,331279
1800,482ea3
1801,585947
1802,424455
1803,44u772
1804,995776
1805,255036
1806,488243
1807,616123
1808,20579e
1809,43862u
1810,012951
1811,643383
1812,92714u
1813,407898
1814,4e4250
1815,559827
1816,230147
1817,88e253
1818,955575
1819,924819
1820,178021
1821,466035
1822,u8a439
1823,682u50
1824,696079
1825,02a557
1826,54e834
1827,908536
1828,e70034
1829,792975
1830,3a5462
1831,470529
1832,345009
1833,642197
1834,235773
1835,375481
1836,453116
1837,u09e27
1838,122745
1839,776468
1840,799558
1841,312393
1842,518592
1843,84a129
1844,753169
1845,191756
1846,693u9e
1847,76u164
1848,ue8982
1849,726825
1850,622011
1851,599955
1852,667953
1853,385613
1854,658722
1855,e49562
1856,146489
1857,452117
1858,521945
1859,378944
1860,095775
1861,367799
1862,256254
1863,4660ua
1864,99a936
1865,7uu332
1866,999290
1867,218249
1868,512634
1869,72446a
1870,237824
1871,456e77
1872,133756
1873,552a43
1874,744794
1875,176282
1876,581839
1877,78076u
1878,e05773
1879,u91638
1880,9743a3
1881,019022
1882,75e707
1883,555915
1884,673314
1885,044752
1886,36731u
1887,866042
1888,350a52
1889,077458
1890,231371
1891,742911
1892,749a50
1893,136472
1894,8e5210
1895,768610
1896,702289
1897,1eea80
1898,3130a6
1899,uau260
1900,556382
1901,7u5538
1902,856487
1903,905981
1904,6075a2
1905,3a7320
1906,704171
1907,282378
1908,ua68a1
1909,768657
1910,023284
1911,687077
1912,112686
1913,4u0e97
1914,470027
1915,7ue67e
1916,251143
1917,7a1771
1918,89e33u
1919,275a63
1920,u72624
1921,781036
1922,u94521
1923,163870
1924,992a05
1925,491862
1926,4194a0
1927,22471e
1928,638e24
1929,76u445
1930,156741
1931,398784
1932,5956ae
1933,1a5704
1934,571441
1935,644611
1936,5325e9
1937,226732
1938,745607
1939,e66651
1940,30ua95
1941,59511a
1942,711u30
1943,061645
1944,570359
1945,468045
1946,14095u
1947,023329
1948,518224
1949,276303
1950,619e1u
1951,9706e0
1952,486673
1953,291112
1954,8e7720
1955,3a2377
1956,036130
1957,227e04
1958,484066
1959,7a7567
1960,843432
1961,819152
1962,810126
1963,754477
1964,712982
1965,a98642
1966,2a30u5
1967,575667
1968,210293
1969,90e618
1970,214727
1971,542310
1972,578509
1973,066255
1974,667835
1975,52643e
1976,27322u
1977,75a150
1978,4u7854
1979,104407
1980,575689
1981,4981u8
1982,3u9962
1983,0a3581
1984,715113
1985,5u9064
1986,583u66
1987,476535
1988,006037
1989,897116
1990,6e3603
1991,963296
1992,0827u1
1993,590754
1994,812284
1995,350205
1996,106935
1997,237777
1998,174e60
1999,486215
2000,756108
2001,048498
2002,405418
2003,217284
2004,413264
2005,a22651
2006,259117
2007,317897
2008,1u1219
2009,934123
2010,425799
2011,2718u8
2012,780106
2013,728698
2014,890255
2015,927568
2016,u34602
2017,557137
2018,91e911
2019,270549
2020,0940a1
2021,981972
2022,352004
2023,80548u
2024,742734
2025,535718
2026,190040
2027,980480
2028,548359
2029,039438
2030,089457
2031,899375
2032,31u613
2033,11473u
2034,533151
2035,919375
2036,e38069
2037,968590
2038,266185
2039,047869
2040,90319u
2041,115829
2042,2289a9
2043,151725
2044,303212
2045,094227
2046,a70448
2047,760014
2048,1144a2
2049,84uu85
2050,464717
2051,878115
2052,13u307
2053,751139
2054,881356
2055,555514
2056,11u375
2057,168330
2058,353875
2059,241821
2060,58e053
2061,818056
2062,921769
2063,534550
2064,8e3610
2065,187836
2066,180466
2067,938968
2068,5e4570
2069,696717
2070,343211
2071,981659
2072,781328
2073,193649
2074,106341
2075,794a50
2076,452343
2077,507827
2078,838258
2079,28762e
2080,461075
2081,803615
2082,8e3114
2083,919001
2084,806592
2085,647u88
2086,323242
2087,a53681
2088,141984
2089,109847
2090,30722u
2091,49609a
2092,4163a9
2093,852791
2094,658286
2095,443a94
2096,609777
2097,85415u
2098,761268
2099,360382
2100,u9a162
2101,713704
2102,590981
2103,540004
2104,247615
2105,331942
2106,706028
2107,684514
2108,111291
2109,189477
2110,596689
2111,322243
2112,30453e
2113,6a0678
2114,474653
2115,131097
2116,1316u8
2117,a2e092
2118,649807
2119,7a4577
2120,09u902
2121,527148
2122,u45860
2123,u89938
2124,94257e
2125,7ea508
2126,55u460
2127,1012e6
2128,a585a4
2129,407934
2130,319a68
2131,704185
2132,0836e9
2133,e12333
2134,5690a0
2135,146862
2136,200671
2137,4381aa
2138,657079
2139,138619
2140,327805
2141,1774e5
2142,058475
2143,523681
2144,867707
2145,662827
2146,181393
2147,97108e
2148,015350
2149,210954
2150,350710
2151,227a41
2152,a73750
2153,95300e
2154,143659
2155,133448
2156,4a4858
2157,395460
2158,240412
2159,021824
2160,e3856a
2161,8e5086
2162,a52e47
2163,052004
2164,910905
2165,495707
2166,435471
2167,38127u
2168,778222
2169,253686
2170,015847
2171,a294a2
2172,715127
2173,aa5088
2174,597112
2175,606664
2176,919818
2177,362961
2178,301977
2179,902637
2180,80427a
2181,307846
2182,369104
2183,467485
2184,9a7543
2185,7041a6
2186,435357
2187,917141
2188,188876
2189,04u749
2190,997165
2191,226664
2192,283631
2193,588366
2194,271602
2195,023748
2196,046588
2197,092160
2198,703018
2199,388722
2200,619367
2201,7u5497
2202,559a29
2203,10862a
2204,646332
2205,334767
2206,150534
2207,620823
2208,809687
2209,65995a
2210,212264
2211,489228
2212,873115
2213,6a6918
2214,996829
2215,229776
2216,165e23
2217,1e6574
2218,796aa1
2219,u7a837
2220,895614
2221,411031
2222,606723
2223,190373
2224,999981
2225,144982
2226,077595
2227,920398
2228,6106u8
2229,698194
2230,064218
2231,1u6a17
2232,4564e3
2233,4e1606
2234,455451
2235,460863
2236,74a444
2237,7615e3
2238,e51841
2239,748u01
2240,93a343
2241,797976
2242,528193
2243,92555u
2244,007860
2245,977185
2246,580642
2247,416044
2248,424136
2249,851328
2250,001364
2251,036843
2252,651473
2253,976a1e
2254,815348
2255,33276a
2256,983333
2257,9343e0
2258,911687
2259,42067u
2260,710892
2261,709801
2262,02a371
2263,460826
2264,0179ue
2265,014491
2266,769539
2267,331e29
2268,391160
2269,176446
2270,182a81
2271,473799
2272,732224
2273,140016
2274,862801
2275,4u0e72
2276,55e362
2277,689e01
2278,807060
2279,889086
2280,64a883
2281,805440
2282,5244u5
2283,072698
2284,08709a
2285,a631uu
2286,02116u
2287,561629
2288,153659
2289,559a40
2290,74350u
2291,u0u619
2292,557915
2293,ee1892
2294,96579u
